Name,Category,Author,Price,Series,Pages,Publisher,Date,Language,ISBN-10,ISBN-13,Dimensions,Weight
The Genetic Equation,Science Fiction - Space Opera,Liam Gibbs,$12.00,,226.0,Createspace Independent Publishing Platform,February 2018,,1542819741,9781542819749,9 x 6 x 0.52 inches,0.74 pounds
Megiddo,Science Fiction - Space Opera,B. L. Barger,$22.00,,346.0,Dorrance Publishing Co.,February 2018,,1480950459,9781480950450,9 x 6 x 0.72 inches,1.02 pounds
She Is the End,Science Fiction - Space Opera,A. C. Weston,$19.99,,540.0,Cara Weston,February 2018,,0999871609,9780999871607,9 x 6 x 1.2 inches,1.73 pounds
The Bastard Legion  :  Book 1,Science Fiction - Space Opera,Gavin G. Smith,$11.14,,336.0,Gollancz,February 2018,,1473217253,9781473217256,7.7 x 5 x 0.9 inches,0.57 pounds
The Atlas Array,Science Fiction - Space Opera,B. L. Barger,$24.00,,412.0,Dorrance Publishing Co.,February 2018,,1480953695,9781480953697,9 x 6 x 0.84 inches,1.21 pounds
An Echo of Earth  :  Children of Earthrise Book 3,Science Fiction - Space Opera,Daniel Arenson,$14.99,,374.0,Createspace Independent Publishing Platform,February 2018,,1985024187,9781985024182,9 x 6 x 0.83 inches,1.21 pounds
Ideal Insurgent,Science Fiction - Space Opera,Stephanie Barr and Brendan Smith,$14.00,,292.0,Createspace Independent Publishing Platform,February 2018,,1985165449,9781985165441,9 x 6 x 0.61 inches,0.87 pounds
Ambassador 8  :  The Alabaster Army,Science Fiction - Space Opera,Patty Jansen,$16.99,,332.0,Createspace Independent Publishing Platform,February 2018,,1985177463,9781985177468,8.5 x 5.51 x 0.69 inches,0.85 pounds
"Star Gate 049-050  :  Welten Im Krieg: ...Und ""Feindliche Bernahme",Science Fiction - Space Opera,Wilfried a. Hary,$9.99,,128.0,Createspace Independent Publishing Platform,February 2018,,1985665700,9781985665705,8 x 5.25 x 0.27 inches,0.31 pounds
Ace Tucker Space Trucker,Science Fiction - Space Opera,James R. Tramontana,$14.99,,284.0,Solid Arts and Science LLC,February 2018,,0692073302,9780692073308,8.5 x 5.51 x 0.64 inches,0.8 pounds
The Sirius Connection,Science Fiction - Space Opera,B. L. Barger,$22.00,,348.0,Dorrance Publishing Co.,February 2018,,1480953709,9781480953703,9 x 6 x 0.72 inches,1.03 pounds
The Saint  :  A Gaunt's Ghosts Omnibus,Science Fiction - Space Opera,Dan Abnett,$18.41,,944.0,Games Workshop,February 2018,,1784966274,9781784966270,7.8 x 5.2 x 2.4 inches,1.4 pounds
Outer Earth,Science Fiction - Space Opera,Rob Boffard,$17.99,,1024.0,Orbit,February 2018,,031643907X,9780316439077,9.1 x 5.9 x 1.9 inches,2.2 pounds
Mental Contact,Science Fiction - Space Opera,Beth Martin,$12.99,,200.0,Createspace Independent Publishing Platform,February 2018,,1975785002,9781975785000,7.99 x 5.24 x 0.46 inches,0.51 pounds
The Aliens  :  Large Print,Science Fiction - Space Opera,Murray Leinster,$8.99,,106.0,Createspace Independent Publishing Platform,February 2018,,1985009080,9781985009080,11 x 8.5 x 0.22 inches,0.58 pounds
Spacehounds of Ipc  :  Large Print,Science Fiction - Space Opera,E. E. Smith,$30.99,,438.0,Createspace Independent Publishing Platform,February 2018,,1985009315,9781985009318,11 x 8.5 x 0.89 inches,2.22 pounds
A Meeting of Minds and Bodies,Science Fiction - Space Opera,M. D. Cooper,$6.99,,134.0,Createspace Independent Publishing Platform,February 2018,,1985322390,9781985322394,8 x 5.25 x 0.31 inches,0.35 pounds
Hired Gun,Science Fiction - Space Opera,M. D. Cooper and Zen Dipietro,$10.99,,274.0,Createspace Independent Publishing Platform,February 2018,,1985669390,9781985669390,8 x 5.25 x 0.62 inches,0.69 pounds
Diplomatic Immunity  :  Special Edition,Science Fiction - Space Opera,Robert Sheckley,$7.99,,26.0,Createspace Independent Publishing Platform,February 2018,,1985748851,9781985748859,9.02 x 5.98 x 0.05 inches,0.11 pounds
Planet X  :  Dawn of a New Age,Science Fiction - Space Opera,Allen Debe,$39.99,,516.0,Dbentertainment# LLC,February 2018,,0692045414,9780692045411,9.02 x 5.98 x 1.15 inches,1.65 pounds
The Chenille Ultimatum  :  A Humorous Cozy Sci-Fi,Science Fiction - Space Opera,Lani Longshore and Ann Anastasio,$13.99,,410.0,Russian Hill Press,February 2018,,0999516221,9780999516225,8 x 5 x 0.91 inches,0.98 pounds
Man in the Moon,Science Fiction - Space Opera,Benedict Holmes,$9.99,,268.0,Jarrett Hougland,February 2018,,0999669206,9780999669204,8.5 x 5.5 x 0.61 inches,0.76 pounds
Apocalypse Alley,Science Fiction - Space Opera,Don Allmon,$16.99,,182.0,Riptide Publishing,February 2018,,1626496668,9781626496668,7.99 x 5.24 x 0.42 inches,0.47 pounds
The Hyperspace Trap,Science Fiction - Space Opera,Christopher G. Nuttall,$14.95,,400.0,47north,February 2018,,1503949095,9781503949096,8.4 x 5.6 x 1.1 inches,0.9 pounds
Family Night on Union Station,Science Fiction - Space Opera,E. M. Foner,$9.95,,252.0,Foner Books,February 2018,,1948691019,9781948691017,9 x 6 x 0.57 inches,0.82 pounds
Invaders from the Infinite  :  Large Print,Science Fiction - Space Opera,Jr. John W. Campbell,$18.99,,350.0,Createspace Independent Publishing Platform,February 2018,,1985073897,9781985073890,11 x 8.5 x 0.73 inches,1.79 pounds
"Star Gate 173-174  :  Spirale Der Gewalt: ""Die Exalibur Im Einsatz - Doch Zu Welchem Preis?""",Science Fiction - Space Opera,Wilfried a. Hary and Werner K. Giesa,$9.50,,120.0,Createspace Independent Publishing Platform,February 2018,,1985241293,9781985241299,8 x 5.25 x 0.25 inches,0.29 pounds
Starfire  :  Memory's Blade,Science Fiction - Space Opera,Spencer Ellsworth,$16.99,,304.0,Tor.com,February 2018,,0765395770,9780765395771,7.9 x 5 x 0.8 inches,0.5 pounds
Messinants,Science Fiction - Space Opera,S. H. Jucha,$16.89,,470.0,S. H. Jucha,February 2018,,0999492837,9780999492833,9.02 x 5.98 x 1.05 inches,1.51 pounds
The Language of Power,Science Fiction - Space Opera,Rosemary Kirstein,$13.95,,292.0,Rosemary Kirstein,February 2018,,0991354672,9780991354672,9.02 x 5.98 x 0.61 inches,0.87 pounds
Grendel Unit,Science Fiction - Space Opera,Bernard Schaffer,$24.99,,648.0,Createspace Independent Publishing Platform,January 2018,,198381072X,9781983810725,9 x 6 x 1.3 inches,1.88 pounds
Immaculate Killers,Science Fiction - Space Opera,Bernard Schaffer,$12.99,,176.0,Createspace Independent Publishing Platform,January 2018,,198387180X,9781983871801,9 x 6 x 0.38 inches,0.54 pounds
Lyssa's Flight,Science Fiction - Space Opera,James S. Aaron and M. D. Cooper,$12.99,,358.0,Createspace Independent Publishing Platform,January 2018,,1983897043,9781983897047,8 x 5.25 x 0.8 inches,0.9 pounds
We Have Contact,Science Fiction - Space Opera,Michael Anderle,$11.99,,316.0,Createspace Independent Publishing Platform,January 2018,,1984026518,9781984026514,8 x 5.25 x 0.71 inches,0.8 pounds
Bridge Across the Stars  :  A Sci-Fi Bridge Anthology,Science Fiction - Space Opera,Sci- Fi Bridge,$18.00,,488.0,Createspace Independent Publishing Platform,January 2018,,1984190830,9781984190833,8 x 5 x 0.98 inches,1.05 pounds
Second Wave,Science Fiction - Space Opera,Ts Hottle,$10.99,,252.0,Createspace Independent Publishing Platform,January 2018,,1984205242,9781984205247,8.5 x 5.5 x 0.57 inches,0.71 pounds
The Star Hyacinths,Science Fiction - Space Opera,James H. Schmitz,$9.99,,62.0,Vintage Sci-Fi Classics,January 2018,,1528703243,9781528703246,8.5 x 5.5 x 0.15 inches,0.2 pounds
The Winds of Time,Science Fiction - Space Opera,James H. Schmitz,$9.99,,52.0,Vintage Sci-Fi Classics,January 2018,,1528703251,9781528703253,8.5 x 5.5 x 0.12 inches,0.17 pounds
Islands of Space,Science Fiction - Space Opera,John W. Campbell Jr,$12.99,,200.0,Vintage Sci-Fi Classics,January 2018,,1528703278,9781528703277,8.5 x 5.5 x 0.46 inches,0.57 pounds
Rastignac the Devil,Science Fiction - Space Opera,Philip Jose Farmer,$9.99,,74.0,Vintage Sci-Fi Classics,January 2018,,152870343X,9781528703437,8.5 x 5.5 x 0.18 inches,0.23 pounds
The Lotus Eaters,Science Fiction - Space Opera,Stanley G. Weinbaum,$9.99,,42.0,Vintage Sci-Fi Classics,January 2018,,1528703464,9781528703468,8.5 x 5.5 x 0.1 inches,0.14 pounds
The Swordsman of Mars  :  Large Print,Science Fiction - Space Opera,Otis Adelbert Kline,$14.99,,180.0,Createspace Independent Publishing Platform,January 2018,,198345589X,9781983455896,11 x 8.5 x 0.38 inches,0.95 pounds
Grey Legion,Science Fiction - Space Opera,Craig Johnson,$9.00,,216.0,Createspace Independent Publishing Platform,January 2018,,1983460850,9781983460852,9 x 6 x 0.46 inches,0.65 pounds
Sojourn  :  Apocalypse: Volume IV,Science Fiction - Space Opera,Fidus Jungsturm,$19.95,,184.0,Createspace Independent Publishing Platform,January 2018,,1983488062,9781983488061,11 x 8.5 x 0.39 inches,0.97 pounds
Planet of the Damned  :  Large Print,Science Fiction - Space Opera,Harry Harrison,$17.99,,282.0,Createspace Independent Publishing Platform,January 2018,,1984355449,9781984355447,11 x 8.5 x 0.59 inches,1.45 pounds
Supremacy's Shadow,Science Fiction - Space Opera,T. Eric Bakutis,$14.99,,316.0,SF Productions,January 2018,,0999693506,9780999693506,9.02 x 5.98 x 0.66 inches,0.93 pounds
The Port of Peril  :  Large Print,Science Fiction - Space Opera,Otis Adelbert Kline,$16.99,,214.0,Createspace Independent Publishing Platform,January 2018,,1983437409,9781983437403,11 x 8.5 x 0.45 inches,1.12 pounds
"Hdw 051  :  Der Seelenberg: ""Die Reise in Den Wahnsinn - Und Der Erste Herr Der Welten!""",Science Fiction - Space Opera,Erno Fischer,$5.95,,68.0,Createspace Independent Publishing Platform,January 2018,,1983567302,9781983567308,8 x 5.25 x 0.14 inches,0.18 pounds
Legion III  :  Kings of Oblivion (Deluxe Edition),Science Fiction - Space Opera,Van Allen Plexico,$15.95,,340.0,Createspace Independent Publishing Platform,January 2018,,1983637424,9781983637421,9 x 6 x 0.76 inches,1.1 pounds
Flight of the Ko,Science Fiction - Space Opera,Tj Morris,$7.50,,108.0,Createspace Independent Publishing Platform,January 2018,,198375739X,9781983757396,9 x 6 x 0.22 inches,0.34 pounds
The Voyages of Captain Kirn  :  Confederation Reborn 2,Science Fiction - Space Opera,Bernard Schaffer and Tony Healey,$12.99,,234.0,Createspace Independent Publishing Platform,January 2018,,1983882801,9781983882807,9 x 6 x 0.49 inches,0.7 pounds
Shadow Empire,Science Fiction - Space Opera,Drew Avera,$12.99,,282.0,Createspace Independent Publishing Platform,January 2018,,1984050044,9781984050045,8 x 5 x 0.59 inches,0.62 pounds
Exoplanet Machine War,Science Fiction - Space Opera,H. E. Sommers,$12.80,,356.0,Createspace Independent Publishing Platform,January 2018,,1984915193,9781984915191,8 x 5 x 0.74 inches,0.78 pounds
Void Wyrm  :  Magitech Chronicles Book 2,Science Fiction - Space Opera,Chris Fox,$12.99,,336.0,Createspace Independent Publishing Platform,January 2018,,1981186549,9781981186549,8 x 5 x 0.7 inches,0.73 pounds
D'Mok Revival  :  The Aloan Conspiracy,Science Fiction - Space Opera,Michael Zummo and Arlene Robinson,$6.00,,82.0,Createspace Independent Publishing Platform,January 2018,,1981220283,9781981220281,7.8 x 5.08 x 0.17 inches,0.19 pounds
Dominion 1  :  The Guerrilla,Science Fiction - Space Opera,Jene Beal,$12.99,,338.0,Createspace Independent Publishing Platform,January 2018,,1981470506,9781981470501,7.99 x 5 x 0.7 inches,0.74 pounds
Cobra Traitor,Science Fiction - Space Opera,Timothy Zahn,$13.43,,416.0,Baen,January 2018,,1481482807,9781481482806,9.1 x 6.1 x 1.2 inches,1.05 pounds
The Skylark of Space,Science Fiction - Space Opera,"E. E. ""Doc"" Smith and Lee Hawkins Gar",$14.99,,280.0,Vintage Sci-Fi Classics,January 2018,,1528703162,9781528703161,8.5 x 5.5 x 0.63 inches,0.79 pounds
Triplanetary,Science Fiction - Space Opera,"E. E. ""Doc"" Smith",$14.99,,294.0,Vintage Sci-Fi Classics,January 2018,,1528703170,9781528703178,8.5 x 5.5 x 0.66 inches,0.83 pounds
Invaders from the Infinite,Science Fiction - Space Opera,John W. Campbell Jr,$12.99,,220.0,Vintage Sci-Fi Classics,January 2018,,152870326X,9781528703260,8.5 x 5.5 x 0.5 inches,0.63 pounds
The Ultimate Weapon,Science Fiction - Space Opera,Jr. John W. Campbell,$9.99,,106.0,Vintage Sci-Fi Classics,January 2018,,1528703294,9781528703291,8.5 x 5.5 x 0.25 inches,0.32 pounds
The Door Through Space,Science Fiction - Space Opera,Marion Zimmer Bradley,$12.99,,140.0,Vintage Sci-Fi Classics,January 2018,,1528703308,9781528703307,8.5 x 5.5 x 0.33 inches,0.41 pounds
The Planet of Doubt,Science Fiction - Space Opera,Stanley G. Weinbaum,$9.99,,42.0,Vintage Sci-Fi Classics,January 2018,,1528703383,9781528703383,8.5 x 5.5 x 0.1 inches,0.14 pounds
The Red Peri,Science Fiction - Space Opera,Stanley G. Weinbaum,$9.99,,72.0,Vintage Sci-Fi Classics,January 2018,,1528703391,9781528703390,8.5 x 5.5 x 0.17 inches,0.22 pounds
The K-Factor,Science Fiction - Space Opera,Harry Harrison,$9.99,,42.0,Vintage Sci-Fi Classics,January 2018,,1528703502,9781528703505,8.5 x 5.5 x 0.1 inches,0.14 pounds
Dark Matter  :  Code Red,Science Fiction - Space Opera,Taylor W. Wilson,$9.99,,256.0,Createspace Independent Publishing Platform,January 2018,,1546681744,9781546681748,8.5 x 5.51 x 0.58 inches,0.72 pounds
Gateway,Science Fiction - Space Opera,Brian Dorsey,$13.00,,396.0,Mountaineer West Productions,January 2018,,0692991417,9780692991411,7 x 4.25 x 0.88 inches,0.7 pounds
Biom Alpha,Science Fiction - Space Opera,Uwe Post and Frederic Brake and Uwe Hermann,$20.50,,254.0,Books on Demand,January 2018,,3746069084,9783746069081,8 x 5 x 0.58 inches,0.61 pounds
The Empire,Science Fiction - Space Opera,John Reinhard Dizon,$7.63,,186.0,Createspace Independent Publishing Platform,January 2018,,1983689327,9781983689321,9.02 x 5.98 x 0.4 inches,0.56 pounds
Objects in Space,Science Fiction - Space Opera,J. D. Jacobson,$12.00,,298.0,Createspace Independent Publishing Platform,January 2018,,1981176659,9781981176656,9 x 6 x 0.62 inches,0.88 pounds
A.I. Insurrection  :  The General's War,Science Fiction - Space Opera,Mr Michael Poeltl,$16.99,,350.0,Createspace Independent Publishing Platform,January 2018,,1981490582,9781981490585,9 x 6 x 0.78 inches,1.13 pounds
Ghost Fleet,Science Fiction - Space Opera,Robert C. Thomas,$11.99,,258.0,Createspace Independent Publishing Platform,January 2018,,1983818771,9781983818776,9 x 6 x 0.54 inches,0.77 pounds
Explorer  :  A Genesis Companion Novella,Science Fiction - Space Opera,Andreas Christensen,$7.99,,56.0,Createspace Independent Publishing Platform,January 2018,,198399264X,9781983992643,8.5 x 5.5 x 0.13 inches,0.18 pounds
Darklanding Omnibus Books 1-3  :  Assignment Darklanding# Ike Shot the Sheriff# & Outlaws,Science Fiction - Space Opera,Scott Moon and Craig Martelle,$12.99,,270.0,Createspace Independent Publishing Platform,January 2018,,1984329332,9781984329332,9 x 6 x 0.61 inches,0.88 pounds
Goddess of the Stars,Science Fiction - Space Opera,Ronnie G. Anderson,$10.95,,186.0,Createspace Independent Publishing Platform,January 2018,,198436863X,9781984368638,9.02 x 5.98 x 0.4 inches,0.56 pounds
Time Travel,Science Fiction - Space Opera,H. E. Sommers,$10.75,,280.0,Createspace Independent Publishing Platform,January 2018,,1984375768,9781984375766,8 x 5 x 0.59 inches,0.62 pounds
Roar of the Storm,Science Fiction - Space Opera,Adam Burch,$14.95,,412.0,47north,January 2018,,1611097436,9781611097436,8.2 x 5.5 x 1.2 inches,0.95 pounds
Don't Let the Sun Go Brown,Science Fiction - Space Opera,Bryan James,$13.89,,230.0,Mirador Publishing,January 2018,,1912192918,9781912192915,9 x 6 x 0.52 inches,0.75 pounds
The Scalpel,Science Fiction - Space Opera,James Worrad and Duncan Halleck,$16.99,,318.0,Castrum Press,January 2018,,1912327201,9781912327201,9.02 x 5.98 x 0.71 inches,1.03 pounds
Legacy  :  Episode I: The Search for Love,Science Fiction - Space Opera,Robert Maxxim,$17.99,,410.0,Toplink Publishing# LLC,January 2018,,194855612X,9781948556125,9 x 6 x 0.84 inches,1.2 pounds
Legacy,Science Fiction - Space Opera,James H. Schmitz,$14.99,,262.0,Vintage Sci-Fi Classics,January 2018,,1528703219,9781528703215,8.5 x 5.5 x 0.59 inches,0.74 pounds
Points of Impact,Science Fiction - Space Opera,Marko Kloos,$12.71,,300.0,47north,January 2018,,154204846X,9781542048460,8.1 x 5.4 x 1 inches,0.65 pounds
Omniorb  :  Consortium: Episode 1,Science Fiction - Space Opera,Andrew M. Friday,$5.99,,98.0,Createspace Independent Publishing Platform,January 2018,,1543005357,9781543005356,7.99 x 5 x 0.2 inches,0.23 pounds
"Star Gate 047-048  :  Multiversum: ...Und ""Gedankenkontrolle""",Science Fiction - Space Opera,Wilfried a. Hary,$8.95,,118.0,Createspace Independent Publishing Platform,January 2018,,1983654701,9781983654701,8 x 5.25 x 0.25 inches,0.29 pounds
Guns of Seneca 6 Collected Saga  :  (3 Novels: Guns of Seneca 6# Magnificent Guns of Seneca 6# Immaculate Killers),Science Fiction - Space Opera,Bernard Schaffer,$29.99,,730.0,Createspace Independent Publishing Platform,January 2018,,1983880361,9781983880360,9.02 x 5.98 x 1.46 inches,2.11 pounds
Return Fire,Science Fiction - Space Opera,Bernard Schaffer,$12.99,,188.0,Createspace Independent Publishing Platform,January 2018,,1983882011,9781983882012,9.02 x 5.98 x 0.4 inches,0.57 pounds
Lilith  :  Space Battle for Vega: Second Edition,Science Fiction - Space Opera,Ehud Gat,$19.99,,522.0,Createspace Independent Publishing Platform,January 2018,,198412370X,9781984123701,9 x 6 x 1.05 inches,1.52 pounds
Mind  :  The Fracture,Science Fiction - Space Opera,Jenn Nixon,$12.99,,298.0,Createspace Independent Publishing Platform,January 2018,,1981637532,9781981637539,9 x 6 x 0.62 inches,0.88 pounds
Shadow Fleet,Science Fiction - Space Opera,L. a. Kelley,$11.99,,322.0,Createspace Independent Publishing Platform,January 2018,,1981680128,9781981680122,9 x 6 x 0.67 inches,0.95 pounds
Sojourn  :  In a Blaze of Honor and Glory: Volume III,Science Fiction - Space Opera,Fidus Jungsturm,$19.95,,186.0,Createspace Independent Publishing Platform,January 2018,,1981893792,9781981893799,11 x 8.5 x 0.4 inches,0.98 pounds
The Outlaws of Mars  :  Large Print,Science Fiction - Space Opera,Otis Adelbert Kline,$14.99,,184.0,Createspace Independent Publishing Platform,January 2018,,1983437352,9781983437359,11 x 8.5 x 0.39 inches,0.97 pounds
Never Surrender,Science Fiction - Space Opera,Christopher G. Nuttall,$14.00,,396.0,Createspace Independent Publishing Platform,January 2018,,198351005X,9781983510052,9 x 6 x 0.81 inches,1.16 pounds
The Galaxy Primes,Science Fiction - Space Opera,E. E. Smith,$12.99,,230.0,Vintage Sci-Fi Classics,January 2018,,1528703154,9781528703154,8.5 x 5.5 x 0.52 inches,0.65 pounds
The Black Star Passes,Science Fiction - Space Opera,Jr. John W. Campbell,$12.99,,230.0,Vintage Sci-Fi Classics,January 2018,,1528703286,9781528703284,8.5 x 5.5 x 0.52 inches,0.65 pounds
This Crowded Earth,Science Fiction - Space Opera,Robert Bloch,$12.99,,134.0,Vintage Sci-Fi Classics,January 2018,,1528703448,9781528703444,8.5 x 5.5 x 0.31 inches,0.39 pounds
